Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
marowak-totem;fire,ghost;1.7 m;98 kg;cursed-body or lightning-rod or rock-head;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10149.png;425;mountain;brown;false;false;60;80;110;50;80;45;normal,fighting;bug;steel,fire,grass,ice,fairy,poison;;ground,rock,water,ghost,dark;
ribombee-totem;bug,fairy;0.4 m;2 kg;honey-gather or shield-dust or sweet-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10150.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10150.png;464;Unknown;yellow;false;false;60;55;60;95;70;124;dragon;fighting;ground,grass,bug,dark;;flying,rock,fire,poison,steel;
rockruff-own-tempo;rock;0.5 m;9.2 kg;own-tempo;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10151.png;280;Unknown;brown;false;false;45;65;40;30;40;60;;;normal,flying,poison,fire;;fighting,ground,steel,water,grass;
lycanroc-dusk;rock;0.8 m;25 kg;tough-claws;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10152.png;487;Unknown;brown;false;false;75;117;65;55;65;110;;;normal,flying,poison,fire;;fighting,ground,steel,water,grass;
araquanid-totem;water,bug;3.1 m;217.5 kg;water-bubble or water-absorb;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10153.png;454;Unknown;green;false;false;68;70;92;50;132;42;;;steel,water,ice,fighting,ground;fire,grass;electric,flying,rock;
togedemaru-totem;electric,steel;0.6 m;13 kg;iron-barbs or lightning-rod or sturdy;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10154.png;435;Unknown;gray;false;false;65;98;63;40;73;96;poison;flying,steel;electric,normal,rock,bug,grass,psychic,ice,dragon,fairy;;fighting,fire;ground
necrozma-dusk;psychic,steel;3.8 m;460 kg;prism-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10155.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10155.png;680;Unknown;black;true;false;97;157;127;113;109;77;poison;psychic;normal,flying,rock,steel,grass,ice,dragon,fairy;fighting,bug;ghost,dark,ground,fire;
necrozma-dawn;psychic,ghost;4.2 m;350 kg;prism-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10156.png;680;Unknown;black;true;false;97;113;109;157;127;77;fighting,normal;;psychic,poison;bug;;ghost,dark
necrozma-ultra;psychic,dragon;7.5 m;230 kg;neuroforce;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10157.png;754;Unknown;black;true;false;97;167;97;167;97;129;;;fighting,psychic,fire,water,grass,electric;;bug,ghost,dark,ice,dragon,fairy;
pikachu-starter;electric;0.4 m;6 kg;static or lightning-rod;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png;430;forest;yellow;false;false;45;80;50;75;60;120;;;flying,steel,electric;;ground;
eevee-starter;normal;0.3 m;6.5 kg;run-away or adaptability or anticipation;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10159.png;435;urban;brown;false;false;65;75;70;65;85;75;ghost;;;;fighting;
pikachu-world-cap;electric;0.4 m;6 kg;static or lightning-rod;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10160.png;320;forest;yellow;false;false;35;55;40;50;50;90;;;flying,steel,electric;;ground;
meowth-galar;steel;0.4 m;7.5 kg;pickup or tough-claws or unnerve;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10161.png;290;urban;yellow;false;false;50;65;55;40;40;40;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
ponyta-galar;psychic;0.8 m;24 kg;run-away or pastel-veil or anticipation;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10162.png;410;grassland;yellow;false;false;50;85;55;65;65;90;;;fighting,psychic;;bug,ghost,dark;
rapidash-galar;psychic,fairy;1.7 m;80 kg;run-away or pastel-veil or anticipation;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10163.png;500;grassland;yellow;false;false;65;100;70;80;80;105;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
slowpoke-galar;psychic;1.2 m;36 kg;gluttony or own-tempo or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10164.png;315;waters-edge;pink;false;false;90;65;65;40;40;15;;;fighting,psychic;;bug,ghost,dark;
slowbro-galar;poison,psychic;1.6 m;70.5 kg;quick-draw or own-tempo or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10165.png;490;waters-edge;pink;false;false;95;100;95;100;70;30;;fighting;poison,grass,fairy;bug,psychic;ground,ghost,dark;
farfetchd-galar;fighting;0.8 m;42 kg;steadfast or scrappy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10166.png;377;grassland;brown;false;false;52;95;55;58;62;55;;;rock,bug,dark;;flying,psychic,fairy;
weezing-galar;poison,fairy;3 m;16 kg;levitate or neutralizing-gas or misty-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10167.png;490;urban;purple;false;false;65;90;120;85;70;60;dragon;fighting,bug;grass,fairy,dark;poison;ground,psychic,steel;
mr-mime-galar;ice,psychic;1.4 m;56.8 kg;vital-spirit or screen-cleaner or ice-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10168.png;460;urban;pink;false;false;50;65;65;90;90;100;;;ice,psychic;fighting;rock,steel,fire,bug,ghost,dark;
articuno-galar;psychic,flying;1.7 m;50.9 kg;competitive;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10169.png;580;rare;blue;true;false;90;85;85;125;100;95;ground;fighting;psychic,grass;bug;ghost,dark,rock,electric,ice;
zapdos-galar;fighting,flying;1.6 m;58.2 kg;defiant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10170.png;580;rare;yellow;true;false;90;125;90;85;90;100;ground;bug;dark,fighting,grass;rock;flying,psychic,fairy,electric,ice;
moltres-galar;dark,flying;2 m;66 kg;berserk;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10171.png;580;rare;yellow;true;false;90;85;90;100;125;90;psychic,ground;;ghost,dark,grass;fighting,bug;fairy,rock,electric,ice;
slowking-galar;poison,psychic;1.8 m;79.5 kg;curious-medicine or own-tempo or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10172.png;490;waters-edge;pink;false;false;95;65;80;110;110;30;;fighting;poison,grass,fairy;bug,psychic;ground,ghost,dark;
corsola-galar;ghost;0.6 m;0.5 kg;weak-armor or cursed-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10173.png;410;sea;pink;false;false;60;55;100;65;100;30;normal,fighting;;poison,bug;;ghost,dark;
zigzagoon-galar;dark,normal;0.4 m;17.5 kg;pickup or gluttony or quick-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10174.png;240;grassland;brown;false;false;38;30;41;30;41;60;psychic,ghost;;dark;;bug,fairy;fighting
linoone-galar;dark,normal;0.5 m;32.5 kg;pickup or gluttony or quick-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10175.png;420;grassland;white;false;false;78;70;61;50;61;100;psychic,ghost;;dark;;bug,fairy;fighting
darumaka-galar;ice;0.7 m;40 kg;hustle or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10176.png;315;Unknown;red;false;false;70;90;45;15;45;50;;;ice;;fighting,rock,steel,fire;
darmanitan-galar-standard;ice;1.7 m;120 kg;gorilla-tactics or zen-mode;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10177.png;480;Unknown;red;false;false;105;140;55;30;55;95;;;ice;;fighting,rock,steel,fire;
darmanitan-galar-zen;ice,fire;1.7 m;120 kg;gorilla-tactics or zen-mode;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10178.png;540;Unknown;red;false;false;105;160;55;30;55;135;;ice;bug,grass,fairy;steel,fire;fighting,ground,water;rock
yamask-galar;ground,ghost;0.5 m;1.5 kg;wandering-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10179.png;303;Unknown;black;false;false;38;55;85;30;65;30;electric,normal,fighting;poison;rock,bug;;water,grass,ice,ghost,dark;
stunfisk-galar;ground,steel;0.7 m;20.5 kg;mimicry;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10180.png;471;Unknown;brown;false;false;109;81;99;66;84;32;electric,poison;rock;normal,flying,bug,steel,psychic,dragon,fairy;grass,ice;water,fighting,ground,fire;
zygarde-10;dragon,ground;1.2 m;33.5 kg;aura-break;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10181.png;486;Unknown;green;true;false;54;100;71;61;85;115;electric;;fire,poison,rock;water,grass;dragon,fairy;ice
cramorant-gulping;flying,water;0.8 m;18 kg;gulp-missile;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10182.png;475;Unknown;blue;false;false;70;85;55;85;95;85;ground;;fighting,bug,steel,fire,water;grass,ice;rock;electric
cramorant-gorging;flying,water;0.8 m;18 kg;gulp-missile;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10183.png;475;Unknown;blue;false;false;70;85;55;85;95;85;ground;;fighting,bug,steel,fire,water;grass,ice;rock;electric
toxtricity-low-key;electric,poison;1.6 m;40 kg;punk-rock or minus or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10184.png;502;Unknown;purple;false;false;75;98;70;114;70;75;;;flying,steel,electric,fighting,poison,bug,grass,fairy;;psychic;ground
eiscue-noice;ice;1.4 m;89 kg;ice-face;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10185.png;470;Unknown;blue;false;false;75;80;70;65;50;130;;;ice;;fighting,rock,steel,fire;
indeedee-female;psychic,normal;0.9 m;28 kg;own-tempo or synchronize or psychic-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10186.png;475;Unknown;purple;false;false;70;55;65;95;105;85;ghost;;psychic;fighting;bug,dark;
morpeko-hangry;electric,dark;0.3 m;3 kg;hunger-switch;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10187.png;436;Unknown;yellow;false;false;58;95;58;70;58;97;psychic;;flying,steel,electric,ghost,dark;;ground,fighting,bug,fairy;
zacian-crowned;fairy,steel;2.8 m;355 kg;intrepid-sword;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10188.png;700;Unknown;blue;true;false;92;150;115;80;115;148;poison;bug;dragon,dark,normal,flying,rock,grass,psychic,ice,fairy;fighting,steel;ground,fire;
zamazenta-crowned;fighting,steel;2.9 m;785 kg;dauntless-shield;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10189.png;700;Unknown;red;true;false;92;120;140;80;140;128;poison;rock,bug;dark,normal,steel,grass,ice,dragon;flying,psychic,fairy;fighting,ground,fire;
eternatus-eternamax;poison,dragon;100 m;0 kg;pressure;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10190.png;1125;Unknown;purple;true;false;255;115;250;125;250;130;;grass;fighting,poison,bug,fire,water,electric;fairy;ground,psychic,ice,dragon;
urshifu-rapid-strike;fighting,water;1.9 m;105 kg;unseen-fist;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10191.png;550;Unknown;gray;true;false;100;130;100;63;60;97;;;rock,bug,dark,steel,fire,water,ice;;flying,psychic,fairy,grass,electric;
zarude-dada;dark,grass;1.8 m;70 kg;leaf-guard;null;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10192.png;600;Unknown;green;false;true;105;120;105;70;95;105;psychic;;ghost,dark,ground,water,grass,electric;;fighting,fairy,flying,poison,fire,ice;bug
calyrex-ice;psychic,ice;2.4 m;809.1 kg;as-one-glastrier;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10193.png;680;Unknown;green;true;false;100;165;150;85;130;50;;;psychic,ice;fighting;bug,ghost,dark,rock,steel,fire;
calyrex-shadow;psychic,ghost;2.4 m;53.6 kg;as-one-spectrier;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10194.png;680;Unknown;green;true;false;100;85;80;165;100;150;fighting,normal;;psychic,poison;bug;;ghost,dark
venusaur-gmax;grass,poison;24 m;1000 kg;overgrow or chlorophyll;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10195.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10195.png;525;grassland;green;false;false;80;82;83;100;100;80;;grass;water,electric,fighting,fairy;ground,poison,bug;flying,fire,ice,psychic;
charizard-gmax;fire,flying;28 m;1000 kg;blaze or solar-power;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10196.png;534;mountain;red;false;false;78;84;78;109;85;100;ground;bug,grass;steel,fire,fairy,fighting;ice;water,electric;rock
blastoise-gmax;water;25 m;1000 kg;torrent or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10197.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10197.png;530;waters-edge;blue;false;false;79;83;100;85;105;78;;;steel,fire,water,ice;;grass,electric;
butterfree-gmax;bug,flying;17 m;1000 kg;compound-eyes or tinted-lens;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10198.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10198.png;395;forest;white;false;false;60;45;50;90;80;70;ground;fighting,grass;bug;;flying,fire,electric,ice;rock
pikachu-gmax;electric;21 m;1000 kg;static or lightning-rod;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10199.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10199.png;320;forest;yellow;false;false;35;55;40;50;50;90;;;flying,steel,electric;;ground;
meowth-gmax;normal;33 m;1000 kg;pickup or technician or unnerve;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10200.png;290;urban;yellow;false;false;40;45;35;40;40;90;ghost;;;;fighting;
machamp-gmax;fighting;25 m;1000 kg;guts or no-guard or steadfast;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10201.png;505;mountain;gray;false;false;90;130;80;65;85;55;;;rock,bug,dark;;flying,psychic,fairy;
gengar-gmax;ghost,poison;20 m;1000 kg;cursed-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10202.png;500;cave;purple;false;false;60;65;60;130;75;110;normal;poison,bug;fighting,grass,fairy;;ghost,dark,ground,psychic;
kingler-gmax;water;19 m;1000 kg;hyper-cutter or shell-armor or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10203.png;475;waters-edge;red;false;false;55;130;115;50;50;75;;;steel,fire,water,ice;;grass,electric;
lapras-gmax;water,ice;24 m;1000 kg;water-absorb or shell-armor or hydration;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10204.png;535;sea;blue;false;false;130;85;80;85;95;60;;ice;water;steel,fire;grass,electric,fighting,rock;
eevee-gmax;normal;18 m;1000 kg;run-away or adaptability or anticipation;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10205.png;325;urban;brown;false;false;55;55;50;45;65;55;ghost;;;;fighting;
snorlax-gmax;normal;35 m;1000 kg;immunity or thick-fat or gluttony;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10206.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10206.png;540;mountain;black;false;false;160;110;65;65;110;30;ghost;;;;fighting;
garbodor-gmax;poison;21 m;1000 kg;stench or weak-armor or aftermath;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10207.png;474;Unknown;green;false;false;80;95;82;60;82;75;;;fighting,poison,bug,grass,fairy;;ground,psychic;
melmetal-gmax;steel;25 m;1000 kg;iron-fist;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10208.png;600;Unknown;gray;false;true;135;143;143;80;65;34;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
rillaboom-gmax;grass;28 m;1000 kg;overgrow or grassy-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10209.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10209.png;530;Unknown;green;false;false;100;125;90;60;70;85;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
cinderace-gmax;fire;27 m;1000 kg;blaze or libero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10210.png;530;Unknown;white;false;false;80;116;75;65;75;119;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
inteleon-gmax;water;40 m;1000 kg;torrent or sniper;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10211.png;530;Unknown;blue;false;false;70;85;65;125;65;120;;;steel,fire,water,ice;;grass,electric;
corviknight-gmax;flying,steel;14 m;1000 kg;pressure or unnerve or mirror-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10212.png;495;Unknown;purple;false;false;98;87;105;53;85;67;poison;bug,grass;normal,flying,steel,psychic,dragon,fairy;fighting,rock,ice;ground,electric,fire;
orbeetle-gmax;bug,psychic;14 m;1000 kg;swarm or frisk or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10213.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10213.png;505;Unknown;red;false;false;60;45;110;80;120;90;;fighting;ground,grass,psychic;;flying,rock,fire,bug,ghost,dark;
drednaw-gmax;water,rock;24 m;1000 kg;strong-jaw or shell-armor or swift-swim;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10214.png;485;Unknown;green;false;false;90;115;90;48;68;74;;fire;ice,normal,flying,poison;steel,water;electric,fighting,ground;grass
coalossal-gmax;rock,fire;42 m;1000 kg;steam-engine or flame-body or flash-fire;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10215.png;510;Unknown;black;false;false;110;80;120;80;90;30;;fire;normal,flying,poison,bug,ice,fairy;steel,grass;fighting,rock;ground,water
flapple-gmax;grass,dragon;24 m;1000 kg;ripen or gluttony or hustle;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10216.png;485;Unknown;green;false;false;70;110;80;95;60;70;;water,grass,electric;ground;fire;flying,poison,bug,dragon,fairy;ice
appletun-gmax;grass,dragon;24 m;1000 kg;ripen or gluttony or thick-fat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10217.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10217.png;485;Unknown;green;false;false;110;85;80;100;80;30;;water,grass,electric;ground;fire;flying,poison,bug,dragon,fairy;ice
sandaconda-gmax;ground;22 m;1000 kg;sand-spit or shed-skin or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10218.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10218.png;510;Unknown;green;false;false;72;107;125;65;70;71;electric;;poison,rock;;water,grass,ice;
toxtricity-amped-gmax;electric,poison;24 m;1000 kg;punk-rock or plus or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10219.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10219.png;502;Unknown;purple;false;false;75;98;70;114;70;75;;;flying,steel,electric,fighting,poison,bug,grass,fairy;;psychic;ground
centiskorch-gmax;fire,bug;75 m;1000 kg;flash-fire or white-smoke or flame-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10220.png;525;Unknown;red;false;false;100;115;65;90;90;65;;grass;bug,steel,ice,fairy,fighting;fire,ground;water,flying;rock
hatterene-gmax;psychic,fairy;26 m;1000 kg;healer or anticipation or magic-bounce;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10221.png;510;Unknown;pink;false;false;57;90;95;136;103;29;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
grimmsnarl-gmax;dark,fairy;32 m;1000 kg;prankster or frisk or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10222.png;510;Unknown;purple;false;false;95;120;65;95;75;60;psychic,dragon;dark;ghost;fighting,bug;fairy,poison,steel;
alcremie-gmax;fairy;30 m;1000 kg;sweet-veil or aroma-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10223.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10223.png;495;Unknown;white;false;false;65;60;75;110;121;64;dragon;;fighting,bug,dark;;poison,steel;
copperajah-gmax;steel;23 m;1000 kg;sheer-force or heavy-metal;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10224.png;500;Unknown;green;false;false;122;130;69;80;69;30;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
duraludon-gmax;steel,dragon;43 m;1000 kg;light-metal or heavy-metal or stalwart;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10225.png;535;Unknown;white;false;false;70;95;115;120;50;85;poison;grass;normal,flying,rock,bug,steel,psychic,water,electric;ice,dragon,fairy,fire;fighting,ground;
